ID,WinRate_Sorted_Champions,PickRate_Sorted_Champions
ta5iS22EcGda4HGxcd36ue_LxkOvpI0Euaz0dSiaiz6QMQQ,"['Skarner', 'Olaf', 'Jax']","['Jax', 'Skarner']"
tdbFBc-V1fMZoUfq63Kaph6qM5H33qK-cLaNH_BLGY8G4w,"['Poppy', 'Renekton']","['Kennen', 'Aatrox', 'Renekton']"
tdrhksq2qf07T1d-RSX1tY-J7Wjsf-lqGNU4SHYH732DtYDN,['Aatrox'],['Aatrox']
teJlwJo1cCtucwFPokVajmlj8Dp-JposcrpAP8ajGTBnBLk,['Azir'],['Azir']
tg_XyOgMKvRdmJbmCOKSiPIcR3iJjMIVknO2nKlitp1pYIs,"['Sylas', 'Caitlyn']","['Jhin', 'Ezreal']"
tinQU7bh8AO58XLH_5_ZeaFgf4xk4Wb1NHypv8OJXoAFDAgc5mMsbkRtKQ,"['Skarner', 'Graves']","['Viego', 'Graves', 'Nidalee']"
tke7-x0uwWpKP2TJDltHWpbGmL0_ahW9SHy3X9La2KH7-DU,"['Ziggs', 'Ezreal', 'Ashe', 'Jinx']","['Ezreal', 'Jinx', 'Ashe', 'Varus']"
tmv_rkVDFSOisuwdhXa2yMCQBAkW2w-quBJhUXZSagw6F6AZ7iaFKSI_xQ,"['Nidalee', 'Graves', 'Jayce']","['Graves', 'Nidalee', 'Viego', 'Zyra']"
tmwV6iooQaHI0g6g2BYgrUHR6lQ2ymlfWIADMLm-VbY8gvBMeQ2NV7qLWg,"['Yone', 'Alistar', 'Bard', 'Rell', 'Rakan']","['Rell', 'Rakan']"
toBKT-d5hODBZ4jiKs4E6IiEWcVPT055RiAzgXcxv3XBte4,"['Ezreal', 'Graves', 'Nidalee', 'Taliyah']","['Nidalee', 'Taliyah', 'Ezreal', 'Graves']"
tpNwWL5Y_bDzT5okzxI5zwe_7hGcRlba_iaRrfvAVaDToTY,"['Rakan', 'Zeri']",['Zeri']
tpXKzjaDnrCYmUP80VyRiJyAex3D5CNplaWY5IO7fVnk68O2zRdJxPF-tQ,['Ashe'],['Jhin']
tq-AzXeY1srYlnSEuPcvw4O3VyH1X1_grqD5QV7tCIkaOPTp,"['Varus', 'Lissandra', 'Syndra']","['Lissandra', 'Syndra']"
trFOSMajfLmTfRzdRYuT8_fnE7On9Fw98vO2Fb-bAf8RB5Ge,"['Ashe', 'Ezreal', 'Jhin', 'Jinx', 'Syndra']","['Jinx', 'Jhin']"
tsUUbnW9x0GCwaKR3YZZ2mWZkxOdSN_syAKqlZqmwmq6wJlg,"['Alistar', 'Senna', 'Pyke']","['Thresh', 'Senna', 'Pyke', 'Alistar']"
tsYNuZqhNriP9uTk9tFMtruwudwMWNVJPpyjIxiJfo0Aiyl3qUx0Cr02gw,"['Vex', 'Hwei', 'Qiyana', 'Talon']","['Hwei', 'Qiyana', 'Tristana', 'Talon']"
tuLWb4T-9qLo9hJGDuEyeOQb2oFdHLG_bOnL4pL2TQhJv6s,['Blitzcrank'],"['Jhin', 'Ashe']"
twOWIgS-MJM5V1fvVM8wPftEku4pmd0a445ZL4heDEDprX6zWYr-ZYm4Gg,"['Varus', 'Blitzcrank', 'Rell', 'Ezreal']",['Samira']
ty20to6RDgF763__Lk4nQ11GfUeQIjM1UOyrX0ZLUzvg2a5V,"['Yuumi', 'Milio']","['Lulu', 'Yuumi']"
tyR0RMl0jPJ-pFdUC5YK-TrRUPRc_AfDzFIprR4VdLL72GLHmYGg4fiqvg,"['Zac', 'Sylas']","['Zac', 'Yone', 'Viego', 'Sylas']"
u18dtDcF2i5VEmRF9JDcwzkn4kqhncDZBawJDKR42cr_IYA,"['Varus', 'Jhin', 'Zed']",['Jhin']
u1k6cCJt-7n-czP69wyEvgxAdbsGPpFUi22ta9THW3hH23_pkCDlqycvFw,"['Jhin', 'Jinx', 'Ashe', 'Ezreal']","['Ashe', 'Jhin', 'Jinx', 'Varus']"
u2mxml4ANvbqKNc5RZZXNsfz-JLRHpoSti5mOf3EvGuXmcM,"['Jinx', 'Zeri', 'Camille', 'Tristana', 'Draven', 'Xayah', 'Kalista']","['Tristana', 'Zeri']"
u2tsqKdlHUeruzDsK53JUYZ4fH5ZfllRkgWzPCZdt-329w,"['Zoe', 'Orianna']","['Zoe', 'Orianna']"
u5QuEQH04AHk3yny95p53vsp4gCeYJkkaN8rQevo8a2sG0Cj4tS8Is9dzg,"['Zed', 'Aatrox', 'Yone']","['Aatrox', 'Yone']"
u6dphSfBTWMR2-EzG3PzoavWd7LqteBTm_uAPMO0YqQ3wvSMiIhFdketYQ,"['Hwei', 'Aphelios', 'Poppy', 'Jinx']","['Jhin', 'Jinx']"
u6o7jJaFDH2eaB9jNowDMoGiuxZaa80FY0ikF5NWf1vpCw,"['Volibear', 'Warwick']","['Warwick', 'Volibear']"
u89nfKzpoWfy-N3oPFFo_ss6Z3uUT-dd3qhmtFBiwcC5cvFC0r40ZJMZIA,['Urgot'],['Urgot']
u8CP_xp2wO2eNwRtvkK90m6_7gIS7uMigvGNOhfFmxf9Ks9MQ_0ENN7gwQ,"['Ashe', 'Jhin']","['Jhin', 'Ashe']"
uBEAJFC_H-r5OlEDjTnYxJqj5FKw-UtwuUNHqPD5zRbePE43dGPb9GWvfw,"['Ashe', 'Ezreal']",['Ashe']
uBUKuKcbTnRDM6RP5z7BRUb1z3wMA_-06Tiwkv4hAUGAk7A,"['Viego', 'Leona', 'Rakan', 'Seraphine']",['Seraphine']
uBZl1G4wIvVlFpE1pDSNrXM80Pvkt4Fa6ofGNsf_Ev2YUrGQywDkhqsjbw,"['Lulu', 'Soraka', 'Janna']","['Soraka', 'Lulu', 'Janna', 'Yuumi']"
uBb9I3onNbo4qrr2RBnwks14fZnklcgcnLSc5UQuPmIe7sw,"['Swain', 'Yone', 'Hwei', 'Neeko']","['Hwei', 'Neeko']"
uDcmOZtq06qJm5Lb9I9YJHPsiOLW6SzqbfD2tBdHttQUjT25NatI2kT18A,['Draven'],"['Draven', 'Jhin', 'Aphelios']"
uE4aPjAYCVjm-iFKl5BcLGtHKmKvlp8svz2vHeEDbNSuPw,['Olaf'],['Olaf']
uF2tWff-bVdv9Cr8JTFmU4hs_qFF-Wne4_Wvtf2BI7s868Q,"['Ezreal', 'Yone', 'Zeri']","['Jhin', 'Zeri']"
uFSPY6seiMuTF2Q6f43wZ_S_wRdXB512BFqjkuE_H2_u7jhfq6zQoyqpuw,"['Ashe', 'Leona', 'Lillia', 'Diana', 'Alistar', 'Thresh']","['Leona', 'Graves', 'Nautilus', 'Lillia']"
uIi8ep867Ps_DAB-OsmsfHi316ENdglM-3oIp02QDUwC4A,['Ashe'],"['Jhin', 'Ashe']"
uIkXbfASGLe0aoZNKkh0sn0Ce8svO3DFITB6WCigoyhLRYygNKeVcYUL4Q,"['Rell', 'Leona']","['Leona', 'Rell']"
uJI2FVtzAnpzr7aQTib14uNJDwcCMdHGpW38vKKDNQR2eBc,"['Hwei', 'Galio', 'Zoe', 'Ahri', 'Zed']","['Hwei', 'Yone']"
uKVRRPlJaE9q7zjI1-yN1FEB6BO2hYrL6IIztH1Sxm0pWzg,"['Sylas', 'Zed', 'Syndra', 'Hwei', 'Yasuo']","['Yasuo', 'Zed', 'Syndra', 'Yone']"
uMq6BXoQ1VdXEIf9oRxwUkjoKHD5B1ltbakJfZohcyblsfeSD2gkdIO7aA,"['Senna', 'Jinx', 'Jhin']","['Senna', 'Jhin', 'Ashe', 'Kalista']"
uNbPOiOKF5ldSWsPVfTCw3ZJ0q2ra7egPcaTMXLTRVfbVVfqV8pVIs_00Q,"['Lillia', 'Graves']","['Graves', 'Viego']"
uO3H_EQCnv4BXcHJF-WqbnIColvbOzZBUt5ODhN26wNzPHU,"['Ezreal', 'Ashe', 'Senna', 'Jhin']","['Jhin', 'Ashe']"
uOpOc4BolXNnGMQWK_gkgsRRcAL5sHlXm_lwI-KRjrICXswPV6Nv9ZWSfA,"['Ahri', 'Lillia']","['Yasuo', 'Ahri', 'Sylas']"
uP1T0X29Tk3R0GNkrTT759r0MM-MC85x35nJbLUAmklO5jA,['Viego'],['Talon']
uPaZ0jbv9qfObehsvEO94vQyWuQJHRRVEmvrToG6l10SoYU,"['Thresh', 'Nidalee']",['Nidalee']
uRXQjDRnImHk05YujGVRc8ZFJMTa1OWWQYaB0CJvt5E9Fpw,"['Lulu', 'Nautilus', 'Leona', 'Ezreal']","['Ezreal', 'Leona', 'Jhin']"
uRrqL-r7SItSud-0JvH6DzAj9l3ZspNuagH389HZ7LaeAg,"['Galio', 'Ekko']","['Ekko', 'Galio', 'Smolder']"
uSKS_RNsadT4vAtLiUIEIWQ_xHrAy07ScFGBQzpVsyxXjQpk-v0crSursg,"['Hecarim', 'Skarner', 'Viego']","['Viego', 'Qiyana', 'Skarner', 'Hecarim']"
uTVn5kvVPPoEBwCpYzhGtOX6d-NMAanIqbeJRTHkWvVwCA,"['Elise', 'Nautilus']","['Elise', 'Nautilus']"
uTildJeLCvn6WKUD1p--haUYVYpzp9jgJxuvZ_8hHU9SY68,"['Sylas', 'Syndra']","['Hwei', 'Syndra']"
uTjuIF7E_Qn-PZQ2SRSQDng1U-K59f_w-Ep4d9D9WNtZpc75QnmNeoY2nA,"['Vi', 'Viego', 'Nidalee']","['Vi', 'Lillia', 'Nidalee', 'Viego', 'Elise']"
uU051nKuySiXF-2-UgqPqWbVclSjuxQKjaZTZcYRvzGJFzw,"['Alistar', 'Rell', 'Nautilus', 'Leona', 'Thresh', 'Lulu']","['Rell', 'Thresh', 'Nautilus', 'Lulu']"
uV3TOS9yDhFvOhg0UHzDCn3iioNV_6SLasDo3C1CZ4w3gVk,"['Ahri', 'Ryze']","['Ahri', 'Ryze', 'Jinx']"
uWNbzAHI9I4Dg5On1qfBKSb6xVV8DL12wHOPhCoUbm3TBQ,"['Varus', 'Leona', 'Draven', 'Ezreal']","['Draven', 'Jhin', 'Leona']"
uWNiJeXRlUoq6i4cGeLM8kokJmDXx_ogKVVMbfqSLpxSUx40RHfvINCwaw,['Taric'],['Taric']
uXhiTinXspz7SxGBPQc_6zHn6zhV7aF12k7RWRvvsbg3yCQ,"['Kennen', 'Nasus', 'Poppy']",['Poppy']
uZshYhS0BC9-CYd6Sc3HF9OR14NvNMyLUf5U3-mp2d-3uFY,"['Viktor', 'Ivern']",['Ivern']
uawpzeaVsLIgwuQXH1Pdu1dHyUR8fsjx3Obnbuq6XG0q6Eg,"['Orianna', 'Viego']",['Viego']
ubnG22_Sbmy1dRIEuxIl9qcUuK5Q5U303DD888Kz8Zs_6Pgfntf-kaDUFA,"['Ahri', 'Evelynn', 'Yone']","['Yone', 'Evelynn']"
uca-cOZsDjyLzc6iB3PCMDV-UCyfg0447BujmIKCGrdQh4U,"['Ashe', 'Lucian', 'Jinx', 'Jhin']","['Jinx', 'Jhin', 'Aphelios', 'Zeri']"
uci7RNymNcrtQF82vVhvFMnNLBQlb6pbvrBBBHMDhz1bum7e,"['Alistar', 'Yuumi', 'Leona']","['Leona', 'Yuumi', 'Braum', 'Rakan']"
ucu3u4bBCj-GbGixsqJFZ1G9fop-TTm_6VDDUHkodcLPwmA,"['Pyke', 'Shen', 'Maokai', 'Darius']",['Darius']
udmPXBm4InlRgYf4dim84oB9fspsRRBoSxWFO-xb_qIsFfY,"['Braum', 'Nautilus', 'Leona', 'Senna', 'Rakan', 'Pyke']","['Nautilus', 'Rakan']"
uf-Z_feDF7tAkNvaE2GtEUsXudepMbEvhGwAww3Jl9cDjn8,"['Senna', 'Syndra', 'Aurora']",['Syndra']
ug7R2bN9zhMQcMg0Ey3-Awv6mY5kDD90UCYDOK9XUTIn-1pUMjDw0q5iOQ,['Elise'],"['Elise', 'Graves']"
ui7wbw6euj237b8D1OJVIgoEreybB0Cbr3ivodMJ8GfbPLtmD_tEsLDozA,"['Sett', 'Akali', 'Sylas']","['Akali', 'Sylas', 'Yone']"
uiBoBg5EK2-pjaYtHkXeVBIAdVsTWlF4pnpoarzUQG0w3hhdbBcAz9KGfg,"['Yone', 'Irelia']","['Irelia', 'Yone']"
uiFUrnLXyI1y5tDKhXdMMJcPKIAFsnWuVH1Uakcv3tvtGso,['Ryze'],['Cassiopeia']
uiXw3IITEcarevm4P_U1PxGPbsDHSnmh8OGmzF6s0p3CO5s,"['Camille', 'Akali', 'Fiora', 'Aatrox']","['Akali', 'Fiora', 'Jayce']"
ukI8Xob7ipnEbf3B0wRvrBKJb6MgFmk3AIbBGGSsTZo-tjMZUDxTfGJAjQ,"['Blitzcrank', 'Rell', 'Leona', 'Poppy', 'Rakan']","['Rell', 'Leona', 'Poppy', 'Rakan']"
ulHJaXMVr_Kh6s04xHmsqXnURO8-J-2WX_AQ12hGsN8VVJc,"['Rell', 'Nautilus', 'Alistar', 'Leona']","['Rell', 'Leona', 'Nautilus']"
um3hsPlTy6H95zM8eiTsEvpk9v5hXyoJGO5MfWERASXC2OQ,"['Jhin', 'Twitch', 'Jinx']",['Jhin']
umHq10Is7lLmiYwJdJXOuDoeQt2wmGUmSTt5G_r96HApb-YsFWLc4I5Zqw,"['Sylas', 'Aurora', 'Akali', 'Orianna', 'Yone']",['Yone']
unUiD3hmYrmNrIyTiWxTOGKDTikugmEi8I9vzfxkhdBksok,['Veigar'],['Veigar']
uoJlIpFMkDaeX0hyUjqtHVpzYc_LXoi7-G7-LV7PVoHLKYmS,"['Graves', 'Yasuo', 'Viego', 'Vi']","['Viego', 'Graves']"
uoeg4sMwpReqci5syGz7leBZXAJdTHvJmvDAJ0aUH58tNw,"['Swain', 'Anivia']","['Anivia', 'Taliyah']"
urVYve9GDshLlACIdey_4dvcIgFT9WFQFSaBDrgXuB5C-91SJX4JmCYppA,"['Nautilus', 'Poppy']","['Poppy', 'Nautilus']"
usL3I5cMf7lS_olOe5kaylYSHtrYroPecsfewviKEeX99RWlJVu-iiV8eA,"['Galio', 'Qiyana', 'Tristana', 'Yone', 'Ahri', 'Pantheon']","['Ahri', 'Pantheon', 'Galio', 'Tristana', 'Yone']"
ussbayog4otwcz6IbCbH5_K3g7-rAgK2ZVjiqJxw08-g0gw,"['Gwen', 'Talon', 'Zed']","['Talon', 'Zed']"
utC57BHN_jd1bNI1ml6Fm3A-q7ou2NxWGUmAEvAsMfcS_g,"['Talon', 'Zed', 'Sylas', 'Yasuo']","['Talon', 'Yasuo', 'Sylas']"
uthyrk3RAd0dJ_4L47utagIEcc0L8-PVt2sgoo7mEyEswg13AXNZMvOKKg,"['Nidalee', 'Viego']","['Nidalee', 'Viego', 'Vi', 'Elise', 'Graves', 'Lillia']"
utnQ9vvr5Lba82W2W6KeBYATD3tzOtiMmBXtKMzyZvXYOb0,"['Azir', 'Hwei', 'Naafiri', 'Taliyah']","['Taliyah', 'Yone', 'Hwei']"
uvI91wIWeMxMevuTOPJetMkVbsh-ucMQVJX4zmXsvCw0nH8,"['Pyke', 'Rell', 'Alistar']","['Jinx', 'Pyke', 'Yasuo']"
uxF3QkOO1pavoYLdnhhqzizTona6yrX8216rrMVwHC83p9g,"['Jax', 'Zed']","['Zed', 'Jax']"
uxHhxzP2bGzOEnXaneAEaMN7Un6jA-dDhb_xgR39MBBpk7ruBK2s2tk0Tg,"['Viego', 'Skarner', 'Graves']","['Viego', 'Nidalee', 'Skarner', 'Graves', 'Zyra']"
uxMs7GciB3ruaxGlP8VXBsVDJH7O_8cZldGE0CBJdEXU2BBelQUwufxEsA,"['Volibear', 'Viego']","['Viego', 'Taliyah']"
uyJslTf3YEmWssA8Ftr2rZgNqdpz1a6Z3ddL3ZUuzyCTXA,['Cassiopeia'],['Cassiopeia']
uz5RCFhTcdn8PzV-pvZ1WPo4iZWvFqP5Q3j1teu_pzH10LM,"['Jhin', 'Aurora', 'Orianna', 'Corki']","['Qiyana', 'Zoe', 'Hwei']"
uzb_vc-JFjSEzWd-CkCvVYO6lQNh03VUrguFZgjigTV-g0ua7-3nARbsFQ,"['Aphelios', 'Zeri', 'Ashe']","['Jinx', 'Jhin', 'Ashe']"
uzeJIsciMHGMSYXabf4h8sV8jLYN-I27PE5YYhG1tEDPRoHAQu_zY__xRg,"['Yone', 'Diana', 'Tristana']","['Tristana', 'Corki']"
v-V7MBQa6FcuCfAy3_YqGKA2pS96se6w0ojgY2tcLGJoOoMYSJg9hoXQfQ,"['Yone', 'Hwei', 'Ahri', 'Jayce', 'Tristana']","['Jayce', 'Tristana', 'Hwei']"
v0Dq0kAEQCq5WUD6txvZfVf0jXXuetmutYha3H-qtvYJETDy,"['Sona', 'Seraphine', 'Yuumi', 'Lulu']","['Yuumi', 'Lulu', 'Seraphine']"
v0RwlDigoOKOk13xXOn67zIcHyYkibG9Jv2aXunku_b7h3g,"['Zilean', 'Zoe']",['Zoe']
v0y1URy7Z8NZdbStMohFHBmSaq10NgeYLegKr7Fe-eqx_18,"['Maokai', 'Nautilus']","['Leona', 'Alistar', 'Nautilus', 'Lulu', 'Thresh']"
v2FI7X38NlVhpBp7Y_nv_vkmcP64dDwJsb7dE7oIMOdXLg,"['Corki', 'Zac', 'Graves', 'Sylas', 'Viego']",['Viego']
v2tYMGb2AdNvME1EQd3XsKygdMFVAY3T4haw0fWgjQlkY8j6,['Orianna'],['Orianna']
v4ufAM1D6jJwY5jtRjt5ueZ7SniZd-F5ZINF49mOWIswQaff,['Renekton'],"['Renekton', 'Viego', 'Graves']"
v5JapybtXZP39EwygsdCXut747ELb4q5a5O9LoT5PpkebfA,"['Akali', 'Yone', 'Sylas']","['Akali', 'Yone']"
v6T8Zti-36JkTq0dZr3FcqILkebP58EEwktdmPXa6ZMYX8plySBJ5ywxjw,"['Nautilus', 'Renekton', 'Aatrox']",['Aatrox']
v6usP3ZcMcczeLYOh7KFf56S3SI_urq_WKwfRilJ3kO3bK4N6x0KZMbtZQ,"['Nidalee', 'Taliyah']","['Taliyah', 'Graves', 'Viego', 'Nidalee']"
v77dnDlGQo8EvDP5Z99UDllMk3ry_kuexuCyAeEXpGiA9Gc,"['Nautilus', 'Blitzcrank', 'Karma', 'Poppy', 'Leona']","['Poppy', 'Leona', 'Karma']"
v7TUZSIRfiZcdiiebASuc23vyJFXqhBsbMFBPPtrXqp6k8A,['Rammus'],['Rammus']
vAHkXUAHWUqC0GSjkP5HwKwtwX2MqMp0d25hZFdAsMh_lfNXQ9UcGeTq5A,"['Poppy', 'Lulu', 'Maokai']","['Lulu', 'Poppy', 'Maokai']"
vCHJsJsC7CEM3atEoXPj9xtRPnjXtI4TubconhAsUmMRAd8,"['Lucian', 'Jinx', 'Ezreal']","['Ezreal', 'Varus', 'Jhin']"
vD_F5fRnoUYm-4JDeAlONvZ-ZRnms54ruLiULNihHKc4h2MI,['Diana'],['Diana']
vE988NPlVqbgdRJqk3x3y5nK2yWsf4OTWmLhc2bs-c2IF7k_,"['Graves', 'Xerath', 'Jhin', 'Akali']","['Akali', 'Hwei', 'Jhin', 'Graves']"
vEfvP5Kb3LLUS8zrP1eXvtOhUawNFNDj2t4XLfryxyhgjw,"['Amumu', 'Lillia']",['Lillia']
vGghZdwdNBmRrG5Gq9dbpicsYqDokT34h_5KMaSCU97LuMIfW-aHYz6-3g,['Evelynn'],['Evelynn']
vJE9AfVVuvgSyMwV0qeqOp9ddoPsYJbgLAmIVuyrwdwVZOs,"['Lillia', 'Graves', 'Nidalee']","['Lillia', 'Nidalee']"
vJeO9k1vx0_A2FNr5drZE6JkpHBRRD8_GJIbIu1Ekhj5JlsglIhw8ji6aA,['Diana'],['Diana']
vKCdLkAPapp2zKyWj_7T0qvQ0BA6Bj3Ic0wQ27FvCXrt30w,"['Vi', 'Viego', 'Graves']","['Viego', 'Shen']"
vL4y7eI_5rxUKxoM8Cycp3gIHiWP3JhKy8s1K9o-jxj819A,"['Shen', 'Mordekaiser', 'Jax']","['Jax', 'Poppy', 'Mordekaiser', 'Shen']"
vLra7m5HQKvFQ65WPEbb8Au2gVpZY9JavReCJC5NwGPLMHE17VixQLJRbg,"['Graves', 'Elise', 'Viego']","['Elise', 'Graves', 'Viego']"
vM5-y0-mseRWrvbAXTdm3wcOwBgNV2M4MChEShm80dTsgGo,['Zed'],"['Zed', 'Yasuo', 'Yone']"
vMtxKuJDo-y747fZXh-s8GaGnN5_YeDA40TgZZIynuUK7XU,"['Jhin', 'Ezreal']","['Zeri', 'Jinx', 'Jhin']"
vNmEcsJfjiLS3wNjiSggvbmBPCFN6G7nG0tnYOl7CIu7hYsK,"['Akali', 'Zed']","['Zed', 'Talon']"
vNzWGkBrFdpy8P6_zgzt8_ahPGEpnAHtjMRLQen9KQN4LWk,['Poppy'],['Poppy']
vOEURbr3KtycE9ZuIbBe-sK0w7IvNcL3UWqfqegJdR2vAlmH,"['Pantheon', 'Sylas', 'Galio']","['Sylas', 'Galio', 'Akali', 'Pantheon']"
vOgjU82KOFzEUm48dhJSIBf82jslLbHse7amqO_P4Kuk__Q6,"['Veigar', 'Orianna', 'Jhin']","['Veigar', 'Jhin', 'Orianna']"
vQ9Il-WrvdiH1Vmy5aXoWvrxAtV7a1MsCcAoyVzn7p-XkvwxyakJK12b5w,"['Sylas', 'Yone', 'Syndra', 'Aatrox', 'Ahri']","['Sylas', 'Zac', 'Ahri']"
vRReEbch12EPcYGzd43JPkksyTrQSwEFGdZzHQFiwwDhaQ,"['Alistar', 'Thresh', 'Karma']","['Karma', 'Thresh', 'Nautilus', 'Bard', 'Alistar']"
vTANU6-T3dSDuGDFTb1VjcwBSUZadZ0FqV_kNBxCO7Q9oBtk,"['Zyra', 'Shaco', 'Senna', 'Neeko']","['Neeko', 'Shaco']"
vVUkEwGT3q-hM9hM_DyxzTtLpnXBxIqs0TiXfW_rA-1cojQl,"['Kindred', 'Elise']",['Nidalee']
vVxsVpaYkp9sVhb9B0Y9Bwo_iOrOTio9K1mgVi3R-0IqeVdwJm6_BpN5fQ,['Zeri'],"['Jhin', 'Ezreal', 'Zeri']"
vX2XqQx0q1XLoxgaDMCERrzR4TYFyxS5cPCoCg3YSRxvFZs,"['Yone', 'Quinn']","['Yone', 'Quinn']"
vX8Ts0reECWeUN_ISbeZGQZIJI5YPtr5eBaQl3VGTrTSdgM,"['Sylas', 'Orianna', 'Yone', 'Akali', 'Zoe', 'Ahri']","['Orianna', 'Yone', 'Akali', 'Sylas']"
vXn2vi9yZfHfz8Dwm7YB5tmTbQg-Wh42jr1Tl_ljwGmaQQ,"['Soraka', 'Tryndamere', 'Lissandra']","['Shaco', 'Lissandra', 'Tryndamere', 'Soraka']"
vYbc3SRFtbA2SOj68JaupboV0f7KjFVrl6sjbU1oMHM9Pok,"['Karma', 'Pyke', 'Thresh']","['Thresh', 'Bard', 'Karma', 'Pyke']"
vZDXDIACSeJ9Y20aydXXmYCNP2qrtirJv49uKwvg2C0s17c,"['Skarner', 'Lillia', 'Ashe', 'Viego', 'Jhin', 'Elise']","['Jhin', 'Skarner', 'Viego', 'Ashe', 'Elise']"
v_9JLcFOiGmZzDdzo4ey1sKB41COGIv7gKZvNdmTOOKI0Is,"['Thresh', 'Poppy', 'Pyke', 'Leona', 'Bard', 'Rakan', 'Braum']","['Poppy', 'Thresh', 'Braum', 'Rell']"
v_eXjJRWh1ymoo3ci0bMvh95UY4l1MGfN5CKhQF2JzDrYw,"['Lissandra', 'Ekko']","['Ekko', 'Lissandra']"
v_kZarV5ieWd1ATskW38ttlNFQegeHASYh3J6gGQsfw79n8,['Zac'],['Zac']
vbipdYYAQ_lGtRFilk2NIRT9-6JwdU4vSJ0wd8dnZGVtVf4mmRkT7COCtQ,"['Taliyah', 'Lillia', 'Graves', 'Karthus']","['Graves', 'Viego', 'Karthus']"
vbkosTOkpwd6M_rjjnYUA7QdooF1NSgdpYYmLmQtOq_-2b8,"['Elise', 'Leona', 'Nidalee', 'Graves', 'Viego']","['Nidalee', 'Graves', 'Viego', 'Elise']"
vc6xPJIj7E8h3hn5vDQWT2gpEjEUimEr-g2scsPbCJUhEYw,"['Leona', 'Jhin', 'Ashe']","['Jhin', 'Jinx']"
veS5V_VzuvabbHBJJK1cL2q2XQJab0UcRFIcsTu3Pm9oXJRRqtyplwMURQ,"['Hwei', 'Akali']","['Akali', 'Hwei', 'Galio']"
vfQsK1dCJowUf2sxeH2Uhge7y7W4r6pPoSPueViUHe3sQYc,['Xerath'],"['Xerath', 'Ezreal', 'Amumu', 'Jhin', 'Ashe']"
vhSU0IkB2Qo5pqLIRkAWlE-DZWGf1KCl0Po9mXTwC2vfy2U,"['Renekton', 'Volibear']","['Volibear', 'Vladimir', 'Smolder', 'Malphite', 'Renekton']"
viBHHL5RQsITpwmMIwPMBWVzpLfdKpvtLYiyk8fFsCo_TQ,"['Brand', 'Zoe']",['Zoe']
vicA9Yn4ec5K0WgWL5I-E50XXpGX3yD6HLEysNszQ-yxlh83gAYH2iWwLQ,"['Talon', 'Qiyana', 'Akali', 'Yone']","['Yone', 'Akali', 'Hwei', 'Sylas', 'Katarina', 'Qiyana']"
vioDdW18TUKpehfwk25GA-FZ-Puy71-Pu9XtQdYgGv7YUvg,"['Jayce', 'Karma', 'Vex']","['Jayce', 'Vex', 'Karma']"
vkBVPW6ZfRvScHws8N12sPy8nJTS8BE8IpGnT6t0_mxIjH8nNe6nKRADdQ,"['Renekton', 'Jax']",['Jax']
vkkxFlqxfTsawsKXD6XNQsrCdH56zjftNpFZ8vsPd_Jbz4Y,"['Varus', 'Ashe', 'Aphelios', 'Jinx']","['Aphelios', 'Jinx', 'Varus', 'Ezreal', 'Ashe']"
vla4Le-y9MzbmrAHNJgCTqqpcM7Uxt98NTERsSUvUE3ror67,['Jayce'],"['Orianna', 'Jayce']"
vmfBUu7AidE5efitggAWSZvyFH2L4uy_f746Wtpy9TaAv05jcZ7vigS5IQ,"['Ashe', 'Aphelios']",['Jhin']
vnXArcAhBxe0HDM5jpInTPFrN01SYJPBPx1fqbQOgTtak3s,"['Nidalee', 'Viego', 'Sejuani', 'Ezreal', 'Elise']","['Viego', 'Elise']"
vnb0e7E6p59XWCi8Vbis-saNejy642r6GiR48k66I7qcuNqDZgXGAgYZDQ,"['Sylas', 'Akali']","['Sylas', 'Akali']"
vniyJA5YFqcOe5PcAI0AP8pSC1AFTgALdw1yzpiPKmeV-Fksr5m8t-XomA,"['Leona', 'Alistar', 'Thresh', 'Pyke', 'Nautilus', 'Rell', 'Braum']","['Rell', 'Nautilus', 'Leona']"
vp8tdnuoi5SqKJBP5NSV1ny_Syb-3f77Y_pPfJWm64GP_A0,"['Taliyah', 'Smolder', 'Hwei']","['Hwei', 'Taliyah', 'Smolder']"
vqQ3e2m6ja2ywN8crEChDeihgSn-A3OV-VE3KXe-P4CUns_n1ybu4vnkhw,"['Jhin', 'Bard', 'Alistar', 'Leona']","['Rell', 'Leona', 'Alistar']"
vs5iepeTl3O6m5atxH6aOv8tcKAPst3OCWUHnkwWoWpIkWJkHNCbkckoxQ,"['Pantheon', 'Ahri', 'Katarina', 'Lux', 'Sylas']","['Lulu', 'Lux', 'Katarina', 'Sylas']"
vsgPy-eCE55tgZUL4S-LYbcowiaftueiuvkHRxNJQwrflfiY2nQCZN43xw,"['Rell', 'Jinx', 'Jhin']","['Jhin', 'Jinx']"
vtxcbDHmthQqVm8kgD8N4SYnro6ECRTiCwDEtCED2jgjI7o,"['Kled', 'Aurora', 'Orianna']","['Kled', 'Aurora', 'Orianna', 'Syndra']"
vukGS6vnnIht2z4KaGgP5lclgI271ulddcUdaN1--RVFlQ,"['Lissandra', 'Irelia', 'Renekton', 'Yone']","['Irelia', 'Yone']"
vvrlCIn0F4sadN2acEPLoqezwqndlHxElV2txd5uQbuyAvdm,"['Aurora', 'Smolder', 'Orianna']","['Orianna', 'Smolder']"
